
# ;[];[];[];[];[];[];[];[pictet clean energy transition r][pictet clean energy r];[];[];[];[];[];[];[];[];[];
# ;pareto global b;pareto nordic corporate bond c;pareto räntefond a;pareto sverige a;pictet asian equities ex japan r;pictet biotech r;pictet china equities r;pictet clean energy transition r;pictet digital r;pictet emerging markets r;pictet eur bonds r;pictet global bonds r;pictet global emerging debt r;pictet global megatrend selection r;pictet health r;pictet indian equities r;pictet japanese equity opportunities r;
2025-03-03;0,003;-0,014;;;-0,142;-0,202;0,014;-0,167;-0,073;-0,098;0,007;0,037;-0,003;-0,023;0,086;0,045;-0,084;
2025-03-04;-0,010;-0,014;;;-0,154;-0,229;0,002;-0,190;-0,096;-0,112;0,004;0,030;-0,011;-0,042;0,070;0,034;-0,103;
2025-03-05;-0,012;-0,014;;;-0,149;-0,229;0,010;-0,189;-0,098;-0,107;-0,003;0,022;-0,019;-0,045;0,068;0,033;-0,102;
2025-03-06;-0,023;;;;-0,152;-0,236;0,015;-0,202;-0,109;-0,110;;;;-0,056;0,057;0,025;-0,108;
2025-03-10;;-0,014;;;;;;;;;-0,009;0,012;-0,030;;;;;
2025-03-11;-0,036;;;;-0,169;-0,256;-0,006;-0,215;-0,140;-0,129;;;;-0,075;0,032;0,015;-0,122;
2025-03-12;;-0,014;;;;;;;;;-0,009;0,009;-0,034;;;;;
2025-03-13;-0,039;;;;-0,161;-0,236;0,002;-0,205;-0,133;-0,117;;;;-0,071;0,035;0,019;-0,110;
2025-03-14;;-0,014;;;;;;;;;-0,006;0,014;-0,028;;;;;
2025-03-17;-0,028;;;;-0,151;-0,235;0,020;-0,198;-0,127;-0,107;;;;-0,064;0,042;0,024;-0,105;
2025-03-18;;-0,014;;;;;;;;;-0,006;0,009;-0,034;;;;;
2025-03-19;-0,027;-0,014;;;-0,150;-0,239;0,021;-0,197;-0,128;-0,107;-0,005;0,011;-0,032;-0,064;0,044;0,034;-0,102;
2025-03-20;-0,027;-0,014;;;-0,150;-0,232;0,013;-0,194;-0,120;-0,107;-0,005;0,013;-0,029;-0,061;0,047;0,038;;
2025-03-21;-0,029;-0,014;;;-0,155;-0,233;0,004;-0,202;-0,126;-0,112;-0,006;0,012;-0,030;-0,067;0,041;0,043;-0,102;
2025-03-24;-0,023;-0,014;;;-0,155;-0,228;0,006;-0,192;-0,115;-0,111;-0,007;0,009;-0,032;-0,062;0,047;0,049;-0,101;
2025-03-25;-0,025;-0,014;;;-0,157;-0,235;-0,000;-0,193;-0,111;-0,112;-0,010;0,008;-0,033;-0,061;0,047;0,047;-0,106;
2025-03-26;-0,027;-0,014;;;-0,160;-0,247;-0,003;-0,200;-0,120;-0,115;-0,012;0,006;-0,035;-0,066;0,040;0,042;-0,106;
2025-03-27;;-0,014;;;-0,157;-0,242;0,003;-0,205;-0,122;-0,113;-0,012;0,006;-0,036;-0,068;0,038;0,046;-0,103;
2025-03-28;;-0,014;;;-0,165;-0,249;-0,006;-0,218;-0,137;-0,121;-0,012;0,008;-0,037;-0,078;0,029;0,041;-0,117;
2025-03-31;-0,038;-0,014;;;-0,174;-0,271;-0,012;-0,230;-0,153;-0,131;-0,011;0,007;-0,039;-0,087;0,022;;-0,123;
2025-04-01;;-0,013;;;-0,170;-0,273;-0,010;-0,226;-0,144;-0,127;-0,009;0,010;-0,037;-0,083;0,025;0,035;-0,126;
2025-04-02;-0,034;-0,013;;;-0,168;-0,285;-0,011;-0,224;-0,140;-0,126;-0,011;0,010;-0,037;-0,083;0,020;0,038;-0,127;
2025-04-03;-0,058;-0,014;;;-0,188;-0,293;-0,029;-0,243;-0,166;-0,145;-0,013;0,007;-0,049;-0,100;0,008;0,025;-0,149;
2025-04-04;-0,064;-0,016;;;;-0,300;;-0,265;-0,180;;-0,004;0,012;-0,048;-0,114;-0,005;0,023;-0,160;
2025-04-07;-0,063;-0,019;;;-0,212;-0,332;-0,071;-0,278;-0,194;-0,174;-0,007;0,008;-0,057;-0,133;-0,023;0,014;-0,177;
2025-04-08;-0,077;-0,021;;;-0,207;-0,307;-0,063;-0,255;-0,168;-0,166;-0,005;0,010;-0,049;-0,111;0,001;0,028;-0,148;
2025-04-09;-0,051;-0,023;;;-0,216;-0,346;-0,067;-0,277;-0,187;-0,177;-0,002;0,006;-0,061;-0,132;-0,019;0,018;-0,166;
2025-04-10;-0,062;-0,020;;;-0,205;-0,331;-0,062;-0,251;-0,163;-0,164;-0,004;0,009;-0,054;-0,111;-0,003;;-0,149;
2025-04-11;-0,057;-0,021;;;-0,206;-0,329;-0,063;-0,258;-0,170;-0,165;0,003;0,002;-0,068;-0,116;-0,007;0,017;-0,151;
2025-04-14;-0,061;-0,020;;;-0,203;-0,314;-0,054;-0,252;-0,168;-0,160;0,001;0,000;-0,065;-0,112;-0,004;;-0,144;
2025-04-15;-0,057;-0,019;;;-0,200;-0,301;-0,055;-0,245;-0,164;-0,156;0,001;0,003;-0,061;-0,106;0,001;0,027;-0,139;
2025-04-16;-0,062;-0,019;;;-0,203;-0,310;-0,059;-0,250;-0,168;-0,158;0,008;0,009;-0,055;-0,108;0,002;0,031;-0,134;
2025-04-17;;;;;-0,204;-0,307;-0,059;-0,255;-0,172;-0,158;0,006;0,007;-0,058;-0,111;-0,003;0,036;-0,134;
2025-04-22;-0,072;-0,018;;;-0,210;-0,308;-0,063;-0,264;-0,186;-0,164;0,002;-0,001;-0,065;-0,121;-0,012;0,036;-0,136;
2025-04-23;-0,063;;;;-0,200;-0,295;-0,049;-0,248;-0,164;-0,154;;;;-0,106;0,002;0,039;-0,131;
2025-04-24;;;;;;;;;;;;;;;;;;
2025-04-25;;;;;;;;;;;;;;;;;;
2025-04-28;;-0,015;;;;;;;;;0,004;0,007;-0,053;;;;-0,126;
2025-04-29;-0,058;-0,015;;;-0,199;-0,284;-0,053;-0,232;-0,150;-0,151;0,002;0,004;-0,056;-0,099;0,006;0,038;;
2025-04-30;-0,055;-0,015;;;-0,198;-0,278;-0,054;-0,239;-0,156;-0,153;0,003;0,006;-0,056;-0,103;0,005;0,038;-0,128;
2025-05-02;-0,044;-0,015;;;-0,180;-0,263;-0,037;-0,215;-0,132;-0,136;0,002;0,006;-0,055;-0,084;0,019;0,047;-0,123;
2025-05-05;-0,046;;;;;-0,275;;-0,217;-0,133;;;;;-0,087;0,016;0,048;;
2025-05-06;;-0,015;;;;;;;;;-0,000;0,002;-0,060;;;;;
2025-05-07;-0,047;-0,015;;;-0,185;-0,308;-0,046;-0,223;-0,137;-0,141;0,000;0,002;-0,057;-0,093;0,009;0,042;-0,122;
2025-05-08;-0,043;;;;-0,181;-0,311;-0,038;-0,213;-0,129;-0,135;0,000;0,004;-0,054;-0,087;0,012;0,036;-0,118;
2025-05-09;-0,045;;;;;;;;;;;;;;;;;
2025-05-12;-0,027;-0,013;;;-0,162;-0,289;-0,019;-0,187;-0,110;-0,118;-0,004;0,004;-0,047;-0,071;0,019;0,056;-0,106;
2025-05-13;-0,029;-0,013;-0,022;-0,039;-0,169;-0,298;-0,026;-0,181;-0,104;-0,123;-0,006;0,001;-0,049;-0,071;0,019;0,050;-0,111;
2025-05-14;-0,031;-0,013;-0,022;-0,041;-0,164;-0,307;-0,022;-0,182;-0,103;-0,119;-0,007;-0,002;-0,052;-0,074;0,014;0,049;-0,118;
2025-05-15;-0,030;-0,013;-0,022;-0,039;-0,162;-0,310;-0,024;-0,182;-0,103;-0,117;-0,003;0,001;-0,050;-0,074;0,009;0,056;-0,113;
2025-05-16;-0,029;-0,013;-0,021;-0,039;-0,164;-0,300;-0,026;-0,184;-0,102;-0,120;-0,002;0,001;-0,050;-0,071;0,015;0,052;-0,112;
2025-05-19;-0,028;-0,012;-0,021;-0,039;-0,166;-0,301;-0,027;-0,187;-0,104;-0,121;-0,001;0,002;-0,051;-0,071;0,018;0,053;-0,112;
2025-05-20;-0,028;-0,012;-0,021;-0,038;-0,169;-0,300;-0,024;-0,188;-0,108;-0,123;-0,003;-0,001;-0,053;-0,071;0,019;0,045;-0,112;
2025-05-21;-0,040;-0,012;-0,021;-0,040;-0,166;-0,294;-0,024;-0,192;-0,111;-0,122;-0,005;-0,004;-0,056;-0,075;0,015;0,045;-0,119;
2025-05-22;-0,039;-0,012;-0,021;-0,050;-0,171;-0,301;-0,029;-0,201;-0,110;-0,126;-0,006;-0,006;-0,058;-0,080;0,007;0,039;-0,118;
2025-05-23;-0,046;-0,012;-0,021;-0,054;-0,171;-0,302;-0,030;-0,208;-0,117;-0,127;-0,005;-0,004;-0,058;-0,086;0,003;0,044;-0,121;
2025-05-26;;-0,012;-0,021;-0,047;-0,175;;-0,040;;;-0,129;;;;;;0,044;-0,116;
2025-05-27;-0,038;-0,012;-0,021;-0,046;-0,174;-0,298;-0,038;-0,199;-0,110;-0,127;-0,003;-0,004;-0,058;-0,079;0,009;0,044;-0,110;
2025-05-28;-0,036;-0,011;-0,021;-0,048;-0,171;-0,298;-0,036;-0,194;-0,106;-0,125;-0,001;-0,001;-0,055;-0,075;0,013;0,049;-0,111;
2025-05-30;-0,032;-0,011;-0,020;-0,048;-0,176;-0,302;-0,042;-0,203;-0,114;-0,131;-0,001;-0,000;-0,055;-0,080;0,011;0,045;-0,111;
2025-06-02;-0,040;;-0,020;-0,051;-0,179;-0,294;-0,045;-0,208;-0,116;-0,134;;;;-0,084;0,007;0,043;-0,113;
2025-06-03;;-0,011;;;;;;;;;0,002;-0,001;-0,055;;;;;
2025-06-04;-0,033;-0,011;-0,020;-0,045;-0,168;-0,272;-0,031;-0,189;-0,101;-0,124;0,002;0,002;-0,051;-0,071;0,017;0,043;-0,113;
2025-06-05;-0,031;;-0,020;-0,044;-0,164;-0,278;-0,027;-0,188;-0,096;-0,121;0,001;0,002;-0,053;-0,071;0,015;0,046;-0,115;
2025-06-09;;;-0,020;-0,043;;;;;;;;;;;;;;
2025-06-10;-0,025;-0,010;-0,020;-0,042;-0,158;-0,259;-0,022;-0,179;-0,091;-0,116;0,003;0,002;-0,049;-0,064;0,019;0,053;-0,112;
2025-06-11;-0,026;-0,010;-0,019;-0,046;-0,155;-0,258;-0,019;-0,174;-0,092;-0,113;0,004;0,003;-0,048;-0,063;0,021;0,054;-0,110;
2025-06-12;-0,028;-0,010;-0,019;-0,049;-0,161;-0,269;-0,024;-0,179;-0,097;-0,120;0,005;0,002;-0,051;-0,069;0,016;0,046;-0,115;
2025-06-13;-0,032;-0,010;-0,019;-0,055;-0,167;-0,271;-0,032;-0,186;-0,104;-0,127;0,002;-0,002;-0,055;-0,076;0,011;0,040;-0,118;
2025-06-16;-0,026;-0,010;-0,019;-0,052;-0,162;-0,271;-0,027;-0,181;-0,100;-0,123;0,004;-0,002;-0,055;-0,073;0,013;0,046;-0,118;
2025-06-17;-0,032;-0,010;-0,019;-0,056;-0,162;-0,276;-0,027;-0,183;-0,099;-0,123;0,003;-0,003;-0,055;-0,075;0,008;0,040;-0,119;
2025-06-18;-0,031;-0,009;-0,019;-0,057;-0,164;-0,278;-0,029;-0,183;-0,097;-0,124;0,005;0,002;-0,051;-0,075;0,007;0,040;-0,115;
2025-06-19;;;-0,019;-0,059;-0,165;;-0,033;;;-0,125;0,008;;;;;0,041;-0,112;
2025-06-23;;;-0,019;-0,058;;;;;;;;;;;;;;
2025-06-24;-0,022;-0,008;-0,019;-0,054;-0,155;-0,274;-0,020;-0,176;-0,093;-0,118;;0,005;-0,049;-0,070;0,010;0,046;-0,117;
2025-06-25;;-0,008;-0,018;-0,054;-0,152;-0,273;-0,018;-0,176;-0,088;-0,115;0,007;0,002;-0,050;-0,069;0,011;0,048;-0,117;
2025-06-26;-0,030;-0,008;-0,018;-0,054;-0,155;-0,276;-0,023;-0,177;-0,094;-0,118;0,007;-0,000;-0,051;-0,074;0,008;0,049;-0,115;
2025-06-27;-0,022;-0,008;-0,018;-0,044;-0,152;-0,271;-0,023;-0,171;-0,085;-0,116;0,008;0,001;-0,049;-0,067;0,013;0,054;-0,105;
2025-06-30;-0,018;-0,008;-0,018;-0,048;-0,156;-0,274;-0,026;-0,175;-0,084;-0,119;0,009;0,002;-0,046;-0,068;0,012;0,051;-0,106;
2025-07-01;-0,018;-0,008;-0,018;-0,047;;-0,279;;-0,176;-0,085;-0,118;0,011;0,003;-0,047;-0,069;0,010;0,051;-0,109;
2025-07-02;-0,018;-0,007;-0,018;-0,041;-0,155;-0,272;-0,025;-0,168;-0,088;-0,116;0,012;0,003;-0,045;-0,066;0,012;0,050;-0,109;
2025-07-03;-0,013;;-0,018;-0,038;-0,151;-0,265;-0,024;-0,157;-0,080;-0,110;;0,005;-0,043;-0,059;0,015;0,055;-0,103;
2025-07-04;;-0,007;;;;;;;;;0,016;;;;;;;
2025-07-07;-0,017;-0,007;-0,018;-0,039;-0,156;-0,268;-0,025;-0,160;-0,081;-0,115;0,012;0,002;-0,045;-0,062;0,011;0,051;-0,111;
2025-07-08;-0,014;-0,007;-0,018;-0,038;-0,155;-0,270;-0,025;-0,164;-0,082;-0,116;0,010;-0,002;-0,048;-0,065;0,008;0,050;-0,115;
2025-07-09;-0,015;-0,007;-0,018;-0,035;-0,153;-0,258;-0,026;-0,158;-0,078;-0,113;0,010;0,001;-0,045;-0,060;0,012;0,052;-0,115;
2025-07-10;-0,013;-0,007;-0,018;-0,028;-0,154;-0,256;-0,025;-0,159;-0,085;-0,116;0,009;-0,001;-0,046;-0,062;0,013;0,048;-0,118;
2025-07-11;-0,016;-0,006;-0,017;-0,033;-0,154;-0,253;-0,024;-0,160;-0,085;-0,116;0,007;-0,001;-0,046;-0,063;0,013;0,046;-0,117;
2025-07-14;-0,014;-0,007;-0,017;-0,035;-0,150;-0,249;-0,017;-0,160;-0,083;-0,112;0,010;0,000;-0,044;-0,062;0,011;0,050;-0,116;
2025-07-15;-0,013;-0,006;-0,017;-0,035;-0,145;-0,245;-0,012;-0,154;-0,079;-0,108;0,012;0,001;-0,043;-0,059;0,012;0,053;-0,114;
2025-07-16;-0,011;-0,007;-0,017;-0,037;-0,141;-0,242;-0,009;-0,157;-0,078;-0,105;0,014;0,006;-0,039;-0,059;0,013;0,057;-0,116;
2025-07-17;-0,007;-0,006;-0,017;-0,030;-0,140;-0,234;-0,006;-0,151;-0,073;-0,102;0,015;0,007;-0,038;-0,054;0,013;0,057;-0,109;
2025-07-18;-0,017;-0,007;-0,017;-0,037;-0,139;-0,236;0,000;-0,148;-0,074;-0,101;0,013;0,005;-0,039;-0,055;0,010;0,052;-0,114;
2025-07-21;-0,015;-0,006;-0,017;-0,037;-0,139;-0,241;-0,002;-0,147;-0,072;-0,102;0,015;0,007;-0,039;-0,056;0,005;0,054;;
2025-07-22;-0,019;-0,006;-0,017;-0,040;-0,144;-0,251;-0,005;-0,156;-0,079;-0,107;0,015;0,006;-0,041;-0,061;0,005;0,052;-0,118;
2025-07-23;-0,017;-0,006;-0,017;-0,032;-0,143;-0,241;-0,003;-0,157;-0,082;-0,106;0,012;0,000;-0,045;-0,061;0,006;0,050;-0,103;
2025-07-24;-0,018;-0,006;-0,017;-0,029;-0,142;-0,235;-0,001;-0,157;-0,077;-0,105;0,011;-0,000;-0,044;-0,058;0,014;0,045;-0,096;
2025-07-25;-0,016;-0,006;-0,017;-0,028;-0,145;-0,237;-0,006;-0,155;-0,077;-0,108;0,011;-0,000;-0,043;-0,059;0,012;0,041;-0,101;
2025-07-28;-0,017;-0,006;-0,017;-0,030;-0,144;-0,235;-0,003;-0,152;-0,073;-0,109;0,010;-0,001;-0,041;-0,057;0,012;0,039;-0,107;
2025-07-29;-0,013;-0,006;-0,017;-0,029;-0,139;-0,235;0,003;-0,143;-0,070;-0,104;0,010;0,005;-0,035;-0,053;0,012;0,046;-0,104;
2025-07-30;-0,010;-0,005;-0,017;-0,030;-0,143;-0,229;-0,004;-0,146;-0,073;-0,105;0,010;0,003;-0,036;-0,055;0,009;0,041;-0,101;
2025-07-31;-0,015;-0,005;-0,016;-0,034;-0,143;-0,224;-0,007;-0,144;-0,068;-0,105;0,010;0,007;-0,031;-0,054;0,007;0,044;-0,100;
2025-08-01;;-0,005;-0,016;-0,042;-0,151;-0,228;-0,013;-0,154;-0,081;-0,111;0,012;0,013;-0,029;-0,062;-0,001;0,041;-0,109;
2025-08-04;-0,017;-0,005;-0,016;-0,038;-0,149;-0,233;-0,010;-0,152;-0,081;-0,110;0,014;0,009;-0,032;-0,063;-0,005;0,040;-0,102;
2025-08-05;-0,019;-0,004;-0,016;-0,036;-0,147;-0,226;-0,006;-0,150;-0,079;-0,107;0,013;0,009;-0,032;-0,061;-0,005;0,036;-0,100;
2025-08-06;-0,021;-0,004;-0,016;-0,038;-0,149;-0,233;-0,008;-0,154;-0,081;-0,106;0,013;0,009;-0,032;-0,065;-0,011;0,033;-0,098;
2025-08-07;;-0,004;-0,016;-0,032;-0,145;-0,235;-0,008;-0,150;-0,078;-0,103;0,015;0,006;-0,034;-0,064;-0,013;0,033;-0,094;
2025-08-08;-0,020;-0,004;-0,016;-0,031;-0,148;-0,237;-0,012;-0,152;-0,086;-0,107;0,012;0,005;-0,035;-0,067;-0,012;0,029;-0,091;
2025-08-11;-0,025;-0,004;-0,016;-0,033;-0,147;-0,235;-0,011;-0,151;-0,086;-0,106;0,012;0,004;-0,034;-0,066;-0,011;0,032;;
2025-08-12;-0,016;-0,004;-0,016;-0,032;-0,144;-0,231;-0,007;-0,151;-0,088;-0,104;0,012;0,007;-0,031;-0,065;-0,009;0,033;-0,086;
2025-08-13;-0,017;-0,004;-0,016;-0,031;-0,141;-0,226;0,001;-0,146;-0,087;-0,102;0,012;0,004;-0,033;-0,063;-0,008;0,032;-0,088;
2025-08-14;-0,015;-0,003;-0,015;-0,029;-0,142;-0,221;0,000;-0,147;-0,085;-0,104;0,012;0,005;-0,030;-0,062;-0,005;0,034;-0,086;
2025-08-15;-0,016;;-0,015;-0,028;;;;;;;;;;;;;;
2025-08-18;-0,017;-0,003;-0,015;-0,030;-0,142;-0,215;0,001;-0,144;-0,084;-0,105;0,010;0,001;-0,031;-0,061;0,000;0,040;-0,080;
2025-08-19;-0,016;-0,003;-0,015;-0,024;-0,142;-0,223;-0,001;-0,142;-0,085;-0,108;0,009;0,001;-0,034;-0,060;-0,000;0,042;-0,084;
2025-08-20;-0,018;-0,003;-0,015;-0,024;-0,143;-0,222;0,002;-0,147;-0,090;-0,109;0,012;0,005;-0,030;-0,059;0,006;0,047;-0,085;
2025-08-21;-0,015;-0,003;-0,015;-0,026;-0,142;-0,222;0,002;-0,150;-0,092;-0,108;0,010;0,002;-0,033;-0,063;0,001;0,046;-0,076;
2025-08-22;-0,015;-0,003;-0,015;-0,020;-0,137;-0,212;0,010;-0,145;-0,087;-0,105;0,011;0,008;-0,029;-0,057;0,007;0,046;-0,083;
2025-08-25;-0,017;-0,003;-0,015;-0,023;-0,135;-0,214;0,012;-0,145;-0,085;-0,104;0,010;;;-0,058;0,003;0,042;-0,085;
2025-08-26;-0,016;-0,003;-0,015;-0,026;-0,135;-0,217;0,014;-0,141;-0,083;-0,102;;0,005;-0,031;-0,057;0,002;0,038;-0,086;
2025-08-27;-0,016;-0,003;-0,015;-0,026;-0,138;-0,210;0,003;-0,142;-0,081;-0,105;0,009;0,004;-0,032;-0,056;0,003;;-0,088;
2025-08-28;-0,017;-0,003;-0,014;-0,027;-0,143;-0,211;0,001;-0,143;-0,080;-0,110;0,007;0,002;-0,034;-0,058;-0,001;0,031;-0,087;
2025-08-29;-0,024;-0,003;-0,014;-0,030;-0,145;-0,216;0,002;-0,150;-0,083;-0,113;0,006;0,001;-0,036;-0,061;-0,002;0,025;-0,095;
2025-09-01;;-0,003;-0,014;-0,029;-0,143;;0,007;;;-0,112;0,005;;;;;0,026;-0,094;
2025-09-02;-0,028;-0,003;-0,014;-0,039;-0,146;-0,205;0,006;-0,164;-0,091;-0,116;0,000;-0,005;-0,041;-0,068;-0,007;0,023;-0,100;
2025-09-03;-0,025;-0,003;-0,014;-0,036;-0,143;-0,198;0,007;-0,160;-0,087;-0,113;0,003;-0,002;-0,037;-0,065;-0,005;0,028;-0,101;
2025-09-04;-0,022;-0,003;-0,014;-0,034;-0,146;-0,202;-0,001;-0,161;-0,089;-0,116;0,004;-0,002;-0,036;-0,067;-0,005;0,026;-0,098;
2025-09-05;-0,021;;-0,014;-0,030;-0,139;-0,197;0,008;-0,149;-0,081;-0,110;0,006;0,001;-0,034;-0,059;0,000;0,026;-0,096;
2025-09-08;-0,020;-0,003;-0,014;-0,028;-0,140;-0,199;0,010;-0,153;-0,083;-0,111;0,006;-0,000;-0,037;-0,063;-0,005;0,023;-0,091;
2025-09-09;-0,020;-0,002;-0,014;-0,029;-0,136;-0,199;0,015;-0,155;-0,081;-0,107;0,006;-0,002;-0,036;-0,064;-0,004;0,025;-0,096;
2025-09-10;-0,013;;-0,014;-0,031;-0,132;-0,196;0,015;-0,155;-0,078;-0,102;0,005;-0,001;-0,035;-0,064;-0,005;0,028;-0,090;
2025-09-11;-0,011;-0,002;-0,014;-0,030;-0,129;-0,199;0,018;-0,154;-0,081;-0,100;0,004;-0,000;-0,032;-0,064;-0,006;0,024;-0,090;
2025-09-12;;-0,002;-0,014;-0,029;-0,128;-0,199;0,018;-0,157;-0,083;-0,100;0,003;-0,003;-0,036;-0,065;-0,008;0,025;-0,093;
2025-09-15;-0,013;-0,002;-0,014;-0,029;-0,127;-0,210;0,021;-0,154;-0,079;-0,098;0,003;-0,002;-0,035;-0,066;-0,011;0,025;;
2025-09-16;-0,019;-0,002;-0,014;-0,033;-0,128;-0,212;0,018;-0,155;-0,082;-0,098;0,003;-0,003;-0,037;-0,069;-0,018;0,023;-0,094;
2025-09-17;-0,016;-0,002;-0,014;-0,033;-0,123;-0,209;0,027;-0,155;-0,081;-0,095;0,005;-0,004;-0,037;-0,068;-0,016;0,025;-0,095;
2025-09-18;-0,012;-0,002;-0,013;-0,028;-0,123;-0,200;0,023;-0,148;-0,073;-0,095;0,005;-0,005;-0,039;-0,065;-0,016;0,027;-0,089;
2025-09-19;-0,008;-0,002;-0,013;-0,029;-0,119;-0,191;0,027;-0,141;-0,068;-0,093;0,006;-0,002;-0,035;-0,060;-0,012;0,032;-0,091;
2025-09-22;-0,008;-0,002;-0,013;-0,031;-0,116;-0,193;0,028;-0,137;-0,067;-0,091;0,007;0,000;-0,032;-0,059;-0,014;0,030;-0,088;
2025-09-23;-0,013;;-0,013;-0,028;-0,120;-0,192;0,023;-0,134;-0,069;-0,092;0,006;-0,002;-0,032;-0,058;-0,013;0,024;;
2025-09-24;-0,012;;-0,013;-0,035;-0,118;-0,193;0,026;-0,138;-0,072;-0,091;0,006;-0,003;-0,032;-0,062;-0,017;0,022;-0,091;
2025-09-25;-0,013;-0,001;-0,013;-0,041;-0,118;-0,196;0,028;-0,144;-0,078;-0,094;0,005;-0,003;-0,032;-0,067;-0,024;0,019;-0,093;
2025-09-26;-0,014;-0,001;-0,013;-0,038;-0,121;-0,189;0,026;-0,134;-0,072;-0,094;0,005;-0,000;-0,030;-0,061;-0,019;0,017;-0,090;
2025-09-29;-0,012;;-0,013;-0,037;-0,119;-0,183;0,030;-0,133;-0,070;-0,092;0,005;-0,001;-0,032;-0,061;-0,023;0,015;-0,095;
2025-09-30;;;;;-0,115;-0,177;0,037;-0,131;-0,073;-0,089;0,008;0,001;-0,031;-0,059;-0,018;0,016;-0,091;
2025-10-01;-0,009;;-0,013;-0,032;;-0,172;;-0,131;-0,076;-0,087;0,007;-0,000;-0,033;-0,058;-0,009;0,018;-0,092;
2025-10-02;-0,003;;-0,013;-0,027;-0,110;-0,175;0,037;-0,126;-0,074;-0,085;;;;-0,057;-0,007;;-0,096;
2025-10-03;;-0,001;;;;;;;;-0,080;0,007;0,000;-0,030;;;;;
2025-10-06;-0,002;-0,001;-0,012;-0,020;-0,103;-0,161;0,038;-0,120;-0,068;;0,005;-0,001;-0,030;-0,051;0,000;0,021;-0,078;
2025-10-07;-0,004;-0,001;-0,012;-0,023;;-0,165;;-0,120;-0,067;;0,004;-0,003;-0,031;-0,052;-0,002;0,022;-0,082;
2025-10-08;-0,001;-0,001;-0,012;-0,020;-0,103;-0,161;0,034;-0,122;-0,065;-0,081;0,005;-0,001;-0,029;-0,052;-0,001;0,024;-0,085;
2025-10-09;0,002;-0,001;-0,012;-0,020;-0,102;-0,152;0,035;-0,118;-0,062;-0,080;0,006;0,000;-0,027;-0,050;0,001;0,026;-0,082;
2025-10-10;-0,006;-0,001;-0,012;-0,025;-0,104;-0,151;0,032;-0,112;-0,058;-0,079;0,009;0,004;-0,025;-0,048;-0,001;0,032;-0,090;
2025-10-13;-0,003;-0,001;;;-0,110;-0,152;0,023;-0,118;-0,066;-0,086;0,009;;;-0,053;-0,006;0,029;;
2025-10-14;-0,000;-0,001;-0,012;-0,024;-0,115;-0,151;0,019;-0,120;-0,069;-0,088;0,010;0,007;-0,023;-0,054;-0,006;0,030;-0,093;
2025-10-15;-0,002;-0,001;-0,012;-0,021;-0,107;-0,148;0,023;-0,112;-0,067;-0,083;0,012;0,005;-0,026;-0,050;-0,004;0,035;-0,085;
2025-10-16;-0,005;-0,001;-0,012;-0,020;-0,107;-0,138;0,024;-0,110;-0,066;-0,080;0,012;0,006;-0,024;-0,048;0,000;0,034;-0,085;
2025-10-17;-0,006;-0,001;-0,012;-0,026;-0,112;-0,147;0,017;-0,116;-0,074;-0,085;0,012;0,005;-0,026;-0,053;-0,002;0,035;-0,084;
2025-10-20;-0,003;-0,001;-0,012;-0,020;-0,112;-0,151;0,019;-0,114;-0,068;-0,082;0,009;0,003;-0,025;-0,050;0,001;0,032;-0,081;
2025-10-21;-0,001;-0,001;-0,012;-0,016;-0,109;-0,150;0,021;-0,118;-0,065;-0,082;0,009;0,004;-0,024;-0,049;0,004;0,033;-0,083;
2025-10-22;-0,002;-0,001;-0,012;-0,017;-0,109;-0,153;0,021;-0,118;-0,064;-0,081;0,008;0,004;-0,025;-0,047;0,010;;-0,083;
2025-10-23;-0,001;-0,001;-0,012;-0,015;-0,111;-0,158;0,023;-0,121;-0,065;-0,082;0,007;0,003;-0,026;-0,048;0,010;0,035;-0,085;
2025-10-24;-0,001;-0,001;-0,012;-0,010;-0,108;-0,158;0,026;-0,113;-0,061;-0,078;0,005;0,001;-0,026;-0,045;0,010;0,032;-0,086;
2025-10-27;0,001;-0,001;-0,012;-0,009;-0,103;-0,146;0,031;-0,109;-0,056;-0,075;0,006;0,002;-0,022;-0,043;0,009;0,033;-0,082;
2025-10-28;-0,002;-0,001;-0,012;-0,013;-0,105;-0,139;0,026;-0,111;-0,055;-0,076;0,007;0,002;-0,022;-0,044;0,006;0,030;-0,082;
2025-10-29;-0,014;-0,001;-0,011;-0,015;;-0,139;;-0,108;-0,055;-0,072;0,006;0,002;-0,021;-0,048;-0,002;0,032;-0,088;
2025-10-30;-0,016;-0,001;-0,012;-0,015;-0,101;-0,133;0,025;-0,109;-0,055;-0,071;0,006;0,000;-0,022;-0,049;-0,005;0,030;-0,081;
2025-10-31;-0,013;-0,001;-0,011;-0,018;-0,105;-0,130;0,020;-0,107;-0,052;-0,074;0,006;0,001;-0,020;-0,048;-0,006;0,025;-0,081;
2025-11-03;-0,014;-0,001;;;;-0,133;0,025;-0,105;-0,046;-0,069;0,006;0,004;-0,017;-0,047;-0,006;0,031;;
2025-11-04;-0,018;-0,000;-0,011;-0,022;-0,103;-0,135;0,022;-0,111;-0,051;-0,074;0,007;0,004;-0,018;-0,050;-0,006;0,030;-0,079;
2025-11-05;;-0,000;-0,011;-0,021;-0,104;-0,133;0,027;-0,107;-0,056;-0,072;0,008;0,005;-0,015;-0,048;-0,004;;-0,076;
